,ios_file_size,ios_all_ratings,ios_current_ratings,android_total_ratings,android_avg_rating,android_file_size,android_rating_4,android_rating_5,android_rating_2,android_rating_3,android_rating_1
"2016,08,26,07,40,00",211,208290,843,"5,331,970",4.1,61,"663,444","3,330,518","223,876","414,636","699,496"
"2016,08,21,09,50,00",106,205817,12846,"5,071,245",4.1,61,"629,462","3,161,180","215,513","396,583","668,507"
"2016,08,01,05,00,00",104,145942,ios_current_ratings not found,"1,963,573",3.9,60,"260,563","1,119,876","101,895","174,092","307,147"
"2016,07,31,07,30,00",104,124716,2889,"1,879,972",4.0,60,"253,295","1,090,356","96,684","170,175","269,462"
"2016,10,14,18,50,00",251,224794,ios_current_ratings not found,"6,704,651",4.0,77,"818,990","4,174,188","272,912","505,784","932,777"
"2016,10,15,21,40,00",251,225280,598,"6,727,665",4.0,77,"821,871","4,188,298","273,672","507,355","936,469"
"2016,10,29,11,50,00",259,229715,1423,"6,959,028",4.0,android_file_size not found,"851,828","4,326,173","283,186","525,268","972,573"
"2016,08,23,08,30,00",106,207105,14328,"5,155,306",4.1,android_file_size not found,"639,889","3,214,830","218,303","402,616","679,668"
"2016,08,12,18,20,00",106,198261,4057,"4,494,321",4.1,61,"562,881","2,797,710","192,919","350,605","590,206"
"2016,10,14,21,20,00",251,224869,96,"6,707,359",4.0,77,"819,302","4,175,861","273,012","505,941","933,243"
"2016,10,06,09,20,00",258,223360,3103,"6,577,516",4.1,76,"804,331","4,099,775","267,621","496,153","909,636"
"2016,07,24,18,50,00",110,114078,12883,"1,553,903",3.9,58,"205,719","889,244","83,244","142,343","233,353"
"2016,08,09,19,50,00",106,191453,5195,"3,953,036",4.0,61,"485,565","2,447,552","174,342","306,982","538,595"
"2016,08,11,10,30,00",106,196077,1388,"4,331,303",4.1,61,"542,306","2,694,175","186,544","336,988","571,290"
"2016,10,22,02,40,00",251,227162,3075,"6,805,281",4.0,77,"831,307","4,232,425","277,240","513,472","950,837"
"2016,07,25,08,40,00",110,115188,14094,"1,592,729",3.9,58,"211,474","913,067","84,898","145,570","237,720"
"2016,09,17,02,00,00",258,218632,335,"6,120,285",4.1,77,"751,515","3,825,750","249,333","464,010","829,677"
"2016,09,12,02,50,00",211,216081,10026,"5,869,369",4.1,android_file_size not found,"725,676","3,686,641","241,875","451,702","763,475"
"2016,07,24,19,30,00",110,114433,13274,"1,553,903",3.9,58,"205,719","889,244","83,244","142,343","233,353"
"2016,08,19,22,30,00",106,204822,11724,"5,009,373",4.1,61,"622,396","3,121,338","213,166","392,073","660,400"
"2016,09,14,20,00,00",260,217644,1247,"6,022,274",4.1,77,"742,056","3,773,266","245,671","458,429","802,852"
"2016,08,23,23,00,00",106,207458,ios_current_ratings not found,"5,203,955",4.1,61,"646,591","3,247,030","219,573","405,671","685,090"
"2016,08,29,08,10,00",211,210887,3982,"5,457,575",4.1,61,"677,522","3,412,369","228,514","423,738","715,432"
"2016,10,11,21,50,00",258,224252,4191,"6,650,006",4.0,android_file_size not found,"811,849","4,142,612","270,730","501,783","923,032"
"2016,10,05,15,10,00",258,223270,2981,"6,571,207",4.1,76,"803,684","4,096,315","267,298","495,632","908,278"
"2016,08,20,03,20,00",106,204972,11899,"5,016,120",4.1,61,"623,163","3,125,714","213,401","392,595","661,247"
"2016,07,29,13,50,00",110,120522,19896,"1,792,274",3.9,58,"239,452","1,033,231","93,895","163,899","261,797"
"2016,08,31,08,20,00",211,211588,4827,"5,516,942",4.1,61,"684,588","3,450,484","230,972","428,152","722,746"
"2016,08,12,19,00,00",106,198261,4057,"4,494,321",4.1,61,"562,881","2,797,710","192,919","350,605","590,206"
"2016,10,14,17,50,00",251,224794,ios_current_ratings not found,"6,704,651",4.0,77,"818,990","4,174,188","272,912","505,784","932,777"
"2016,10,07,08,30,00",258,223479,3256,"6,588,895",4.1,76,"805,504","4,106,505","268,085","497,030","911,771"
"2016,09,13,21,10,00",260,216813,233,"5,953,226",4.1,77,"735,704","3,739,756","243,640","455,807","778,319"
"2016,08,08,02,50,00",104,185527,45275,"3,517,364",4.0,60,"423,651","2,158,514","160,336","275,032","499,831"
"2016,09,15,04,40,00",260,217866,1520,"6,040,108",4.1,77,"743,957","3,782,363","246,312","459,465","808,011"
"2016,09,10,22,10,00",211,215572,9425,"5,810,861",4.1,android_file_size not found,"718,564","3,647,477","240,758","448,613","755,449"
"2016,09,22,00,40,00",258,220425,2380,"6,279,326",4.1,77,"768,626","3,919,184","255,998","474,497","861,021"
"2016,10,12,07,10,00",258,224252,4191,"6,656,009",4.0,android_file_size not found,"812,647","4,146,113","271,049","502,205","923,995"
"2016,09,05,06,50,00",211,213605,7143,"5,658,449",4.1,61,"700,750","3,544,058","235,996","438,551","739,094"
"2016,10,30,03,50,00",259,230063,1817,"6,973,897",4.0,android_file_size not found,"853,229","4,334,851","283,761","526,309","975,747"
"2016,09,29,23,20,00",258,222305,1853,"6,490,091",4.1,76,"795,478","4,048,519","263,727","489,589","892,778"
"2016,10,07,19,40,00",258,223562,3354,"6,595,794",4.1,76,"806,229","4,110,549","268,363","497,526","913,127"
"2016,09,03,02,30,00",211,212544,5936,"5,590,064",4.1,61,"693,083","3,498,205","233,650","433,622","731,504"
"2016,09,30,15,00,00",258,222378,1945,"6,499,558",4.1,76,"796,450","4,053,967","264,113","490,295","894,733"
"2016,09,26,18,50,00",258,221632,1073,"6,425,896",4.1,76,"788,003","4,011,489","260,998","484,849","880,557"
"2016,08,07,21,00,00",104,184968,44685,"3,486,702",4.0,60,"419,906","2,139,155","159,082","272,582","495,977"
"2016,08,20,05,40,00",106,204972,11899,"5,016,120",4.1,61,"623,163","3,125,714","213,401","392,595","661,247"
"2016,10,06,05,00,00",258,223336,3071,"6,576,437",4.1,76,"804,219","4,099,153","267,555","496,050","909,460"
"2016,09,27,22,30,00",258,221955,1424,"6,457,773",4.1,76,"791,973","4,030,054","262,278","487,088","886,380"
"2016,08,30,22,40,00",211,211411,4626,"5,505,136",4.1,61,"683,068","3,443,158","230,498","427,186","721,226"
"2016,08,28,04,50,00",211,210334,3303,"5,414,198",4.1,61,"672,604","3,384,410","226,833","420,532","709,819"
"2016,09,11,14,20,00",211,215748,9643,"5,846,336",4.1,android_file_size not found,"722,748","3,671,452","241,346","450,363","760,427"
"2016,09,09,15,30,00",211,215179,8957,"5,761,657",4.1,61,"713,102","3,613,349","239,556","445,891","749,759"
"2016,08,02,22,20,00",104,165745,23642,"2,061,761",3.9,60,"270,014","1,158,162","109,388","181,520","342,677"
"2016,10,03,20,10,00",258,223078,2741,"6,552,557",4.1,76,"801,624","4,085,830","266,442","494,088","904,573"
"2016,09,22,13,20,00",258,220467,2427,"6,286,750",4.1,77,"769,396","3,923,514","256,257","475,095","862,488"
"2016,09,26,16,50,00",258,221632,1073,"6,425,896",4.1,76,"788,003","4,011,489","260,998","484,849","880,557"
"2016,09,18,11,40,00",258,219324,1115,"6,194,242",4.1,77,"759,714","3,870,287","252,215","468,634","843,392"
"2016,10,31,06,40,00",259,230438,2232,"6,992,998",4.0,android_file_size not found,"854,984","4,345,810","284,578","527,732","979,894"
"2016,07,22,16,50,00",110,110625,9116,"1,414,942",3.9,58,"185,404","803,463","77,670","130,405","218,000"
"2016,09,16,09,50,00",260,218242,1980,"6,086,415",4.1,77,"748,160","3,806,192","248,097","461,969","821,997"
"2016,08,23,03,40,00",106,207065,14282,"5,148,630",4.1,android_file_size not found,"638,928","3,210,950","218,108","402,068","678,576"
"2016,10,22,00,40,00",251,227162,3075,"6,803,883",4.0,77,"831,142","4,231,639","277,168","513,378","950,556"
"2016,10,12,13,30,00",258,224252,4191,"6,658,855",4.0,77,"812,972","4,147,732","271,193","502,439","924,519"
"2016,09,23,08,40,00",258,220644,2641,"6,302,917",4.1,android_file_size not found,"771,092","3,932,655","257,046","476,320","865,804"
"2016,09,12,04,10,00",211,216142,10098,"5,869,369",4.1,android_file_size not found,"725,676","3,686,641","241,875","451,702","763,475"
"2016,09,21,09,40,00",258,220216,2149,"6,265,411",4.1,77,"767,154","3,911,056","255,396","473,517","858,288"
"2016,08,30,08,40,00",211,211240,4411,"5,488,339",4.1,61,"681,160","3,432,220","229,763","425,991","719,205"
"2016,08,08,20,50,00",106,187322,ios_current_ratings not found,"3,671,558",4.0,61,"443,348","2,255,778","166,654","287,236","518,542"
"2016,10,20,05,20,00",251,226790,2612,"6,786,168",4.0,77,"829,209","4,221,351","276,381","511,998","947,229"
"2016,08,23,22,50,00",106,207458,ios_current_ratings not found,"5,203,955",4.1,61,"646,591","3,247,030","219,573","405,671","685,090"
"2016,09,14,14,00,00",260,217310,840,"5,999,901",4.1,77,"740,161","3,762,313","244,952","457,494","794,981"
"2016,10,01,00,10,00",258,222524,2107,"6,505,504",4.1,76,"797,019","4,057,639","264,343","490,708","895,795"
"2016,10,06,01,40,00",258,223336,3071,"6,576,437",4.1,76,"804,219","4,099,153","267,555","496,050","909,460"
"2016,08,30,00,10,00",211,211172,4329,"5,480,332",4.1,61,"680,195","3,427,112","229,442","425,413","718,170"
"2016,08,03,15,40,00",104,168995,27223,"2,084,252",3.9,60,"272,910","1,168,112","111,048","183,428","348,754"
"2016,10,10,04,20,00",258,223940,3810,"6,630,635",4.1,76,"809,645","4,131,519","269,787","500,105","919,579"
"2016,10,16,03,00,00",251,225429,783,"6,731,130",4.0,77,"822,354","4,190,459","273,769","507,622","936,926"
"2016,09,16,16,00,00",258,218339,ios_current_ratings not found,"6,101,541",4.1,77,"749,505","3,814,636","248,674","462,761","825,965"
"2016,10,06,21,20,00",258,223410,3172,"6,584,174",4.1,76,"804,999","4,103,769","267,872","496,660","910,874"
"2016,08,16,10,10,00",106,202113,8606,"4,821,317",4.1,61,"600,833","3,003,603","206,119","377,325","633,437"
"2016,10,22,03,20,00",251,227162,3075,"6,805,281",4.0,77,"831,307","4,232,425","277,240","513,472","950,837"
"2016,09,08,23,40,00",211,215080,8836,"5,747,354",4.1,61,"711,419","3,603,877","239,042","444,843","748,173"
"2016,08,31,07,50,00",211,211588,4827,"5,512,504",4.1,61,"684,060","3,447,739","230,791","427,813","722,101"
"2016,08,16,00,00,00",106,201936,8409,"4,791,539",4.1,61,"597,355","2,985,589","204,808","374,848","628,939"
"2016,09,08,11,10,00",211,214896,8622,"5,734,929",4.1,61,"709,912","3,595,489","238,620","444,020","746,888"
"2016,09,12,16,40,00",211,216231,10211,"5,892,279",4.1,android_file_size not found,"728,280","3,702,723","242,345","452,878","766,053"
"2016,09,06,19,50,00",211,214370,8012,"5,695,771",4.1,61,"705,305","3,569,036","237,294","441,225","742,911"
"2016,09,08,12,40,00",211,214896,8622,"5,734,929",4.1,61,"709,912","3,595,489","238,620","444,020","746,888"
"2016,08,04,05,40,00",104,171364,29829,"2,411,104",3.9,60,"301,703","1,421,548","118,562","199,336","369,955"
"2016,10,24,02,50,00",251,227567,3571,"6,828,586",4.0,android_file_size not found,"833,681","4,246,388","278,266","515,232","955,019"
"2016,07,30,21,40,00",104,122089,ios_current_ratings not found,"1,839,321",3.9,60,"246,069","1,063,056","95,647","167,821","266,728"
"2016,09,09,09,20,00",211,215130,8896,"5,757,095",4.1,61,"712,572","3,610,305","239,397","445,574","749,247"
"2016,08,07,20,50,00",104,184968,44685,"3,486,702",4.0,60,"419,906","2,139,155","159,082","272,582","495,977"
"2016,10,06,15,40,00",258,223387,3143,"6,581,997",4.1,76,"804,815","4,102,447","267,786","496,474","910,475"
"2016,08,03,23,00,00",104,169862,28168,"2,358,539",3.9,60,"295,366","1,384,862","116,936","195,866","365,509"
"2016,10,24,00,20,00",251,227567,3571,"6,827,727",4.0,android_file_size not found,"833,560","4,245,940","278,215","515,166","954,846"
"2016,10,03,15,10,00",258,223050,2667,"6,550,257",4.1,76,"801,414","4,084,492","266,344","493,914","904,093"
"2016,09,18,09,10,00",258,219246,1032,"6,186,149",4.1,77,"758,859","3,865,572","251,899","468,139","841,680"
"2016,10,15,04,20,00",251,224965,198,"6,712,175",4.0,77,"819,880","4,178,671","273,197","506,281","934,146"
"2016,10,09,21,20,00",258,223940,3810,"6,627,620",4.1,76,"809,294","4,129,808","269,652","499,878","918,988"
"2016,10,05,13,00,00",258,223236,2941,"6,568,953",4.1,76,"803,433","4,094,976","267,221","495,444","907,879"
"2016,09,25,12,40,00",258,221285,662,"6,368,831",4.1,76,"778,755","3,975,395","259,322","480,683","874,676"
"2016,09,04,12,20,00",211,213223,6701,"5,634,336",4.1,61,"698,058","3,527,770","235,121","436,866","736,521"
"2016,10,01,05,10,00",258,222537,2123,"6,510,940",4.1,76,"797,552","4,060,817","264,610","491,119","896,842"
"2016,10,15,18,00,00",251,225191,479,"6,723,199",4.0,77,"821,229","4,185,356","273,598","507,073","935,943"
"2016,10,12,22,20,00",251,224377,29,"6,667,258",4.0,77,"814,050","4,152,946","271,458","503,063","925,741"
"2016,08,30,04,00,00",211,211172,4329,"5,483,585",4.1,61,"680,581","3,429,212","229,571","425,662","718,559"
"2016,08,14,14,30,00",106,200312,6541,"4,689,235",4.1,61,"585,238","2,921,541","200,760","366,494","615,202"
"2016,10,15,01,10,00",251,224965,198,"6,709,984",4.0,77,"819,615","4,177,425","273,102","506,129","933,713"
"2016,08,11,16,50,00",106,196817,2316,"4,381,157",4.1,61,"548,922","2,725,822","188,441","341,293","576,679"
"2016,08,16,00,30,00",106,201936,8409,"4,802,260",4.1,61,"598,618","2,992,284","205,261","375,680","630,417"
"2016,09,08,20,20,00",211,215023,8771,"5,743,105",4.1,61,"710,934","3,600,933","238,904","444,573","747,761"
"2016,09,27,04,20,00",258,221805,1252,"6,441,057",4.1,76,"789,946","4,020,344","261,616","485,964","883,187"
"2016,10,06,19,20,00",258,223410,3172,"6,584,174",4.1,76,"804,999","4,103,769","267,872","496,660","910,874"
"2016,09,06,05,30,00",211,214098,7701,"5,683,410",4.1,61,"703,730","3,560,834","236,851","440,353","741,642"
"2016,07,29,23,00,00",110,120971,20376,"1,804,362",3.9,58,"241,110","1,040,778","94,361","164,977","263,136"
"2016,09,07,21,50,00",211,214706,8402,"5,725,506",4.1,61,"708,737","3,589,294","238,246","443,306","745,923"
"2016,07,23,02,50,00",110,111547,10132,"1,431,662",3.9,58,"187,860","813,198","78,504","132,116","219,984"
"2016,10,18,11,40,00",251,226345,2052,"6,766,914",4.0,77,"826,867","4,210,355","275,478","510,439","943,775"
"2016,09,15,23,00,00",260,218080,1784,"6,077,448",4.1,77,"747,290","3,801,647","247,751","461,438","819,322"
"2016,10,08,15,00,00",258,223663,3473,"6,609,533",4.1,76,"807,528","4,118,870","268,896","498,556","915,683"
"2016,08,14,20,00,00",106,200767,7084,"4,704,938",4.1,61,"587,078","2,931,810","201,332","367,622","617,096"
"2016,09,15,03,00,00",260,217795,1430,"6,040,108",4.1,77,"743,957","3,782,363","246,312","459,465","808,011"
"2016,08,31,14,20,00",211,211619,4861,"5,522,334",4.1,61,"685,152","3,453,954","231,191","428,603","723,434"
"2016,08,21,08,20,00",106,205817,12846,"5,071,245",4.1,61,"629,462","3,161,180","215,513","396,583","668,507"
"2016,09,24,04,50,00",258,220870,144,"6,325,377",4.1,76,"773,762","3,947,107","257,738","477,753","869,017"
"2016,09,20,12,20,00",258,220010,1909,"6,249,432",4.1,77,"765,536","3,901,845","254,654","472,429","854,968"
"2016,10,05,16,20,00",258,223270,2981,"6,571,207",4.1,76,"803,684","4,096,315","267,298","495,632","908,278"
"2016,10,15,17,10,00",251,225191,479,"6,723,199",4.0,77,"821,229","4,185,356","273,598","507,073","935,943"
"2016,08,29,11,20,00",211,210923,4021,"5,457,575",4.1,61,"677,522","3,412,369","228,514","423,738","715,432"
"2016,10,12,02,00,00",258,224252,4191,"6,652,525",4.0,android_file_size not found,"812,199","4,144,118","270,853","501,943","923,412"
"2016,08,11,06,50,00",106,195879,1147,"4,306,650",4.1,61,"538,917","2,678,680","185,535","334,840","568,678"
"2016,10,31,00,40,00",259,230438,2232,"6,991,398",4.0,android_file_size not found,"854,821","4,344,932","284,504","527,604","979,537"
"2016,09,09,22,10,00",211,215230,9017,"5,770,328",4.1,61,"714,033","3,619,297","239,883","446,471","750,644"
"2016,09,24,02,30,00",258,220799,ios_current_ratings not found,"6,320,585",4.1,76,"773,127","3,943,906","257,610","477,401","868,541"
"2016,08,30,14,50,00",211,211280,4462,"5,494,111",4.1,61,"681,847","3,435,968","229,990","426,406","719,900"
"2016,09,27,18,40,00",258,221915,1376,"6,454,014",4.1,76,"791,520","4,027,882","262,129","486,784","885,699"
"2016,09,27,20,30,00",258,221955,1424,"6,457,773",4.1,76,"791,973","4,030,054","262,278","487,088","886,380"
"2016,08,08,14,40,00",104,186395,46224,"3,602,302",4.0,60,"434,103","2,210,780","164,148","282,155","511,116"
"2016,08,30,13,30,00",211,211280,4462,"5,494,111",4.1,61,"681,847","3,435,968","229,990","426,406","719,900"
"2016,08,30,23,50,00",211,211488,4712,"5,509,347",4.1,61,"683,652","3,445,804","230,659","427,546","721,686"
"2016,08,12,11,20,00",106,197995,3738,"4,455,299",4.1,61,"558,231","2,772,620","191,450","347,451","585,547"
"2016,10,04,17,20,00",258,223146,2832,"6,562,216",4.1,76,"802,705","4,091,100","266,892","494,917","906,602"
"2016,10,07,01,10,00",258,223455,3223,"6,586,212",4.1,76,"805,190","4,105,009","267,950","496,805","911,258"
"2016,10,18,04,50,00",251,226257,1939,"6,762,299",4.0,77,"826,118","4,207,813","275,284","510,028","943,056"
"2016,08,25,13,00,00",211,208290,843,"5,295,670",4.1,61,"659,140","3,306,951","222,517","411,955","695,107"
"2016,08,22,22,00,00",106,206801,13969,"5,132,794",4.1,android_file_size not found,"636,879","3,200,524","217,722","401,035","676,634"
"2016,10,05,07,40,00",258,223236,2941,"6,566,755",4.1,76,"803,202","4,093,686","267,131","495,242","907,494"
"2016,09,12,02,40,00",211,216081,10026,"5,869,369",4.1,android_file_size not found,"725,676","3,686,641","241,875","451,702","763,475"
"2016,09,11,00,20,00",211,215660,9531,"5,810,861",4.1,android_file_size not found,"718,564","3,647,477","240,758","448,613","755,449"
"2016,10,13,16,00,00",251,224601,302,"6,686,691",4.0,77,"816,745","4,163,989","272,165","504,487","929,305"
"2016,10,18,05,30,00",251,226257,1939,"6,764,070",4.0,77,"826,416","4,208,772","275,370","510,198","943,314"
"2016,09,07,18,20,00",211,214637,8319,"5,720,778",4.1,61,"708,188","3,586,019","238,103","443,007","745,461"
"2016,09,05,13,00,00",211,213695,7255,"5,667,845",4.1,61,"701,795","3,550,368","236,329","439,246","740,107"
"2016,09,13,05,00,00",211,216424,10440,"5,917,163",4.1,android_file_size not found,"731,427","3,718,416","242,974","454,206","770,140"
"2016,08,10,02,10,00",106,192180,6019,"4,040,383",4.1,61,"500,660","2,506,470","176,393","313,373","543,487"
"2016,07,25,03,20,00",110,114769,13633,"1,569,172",3.9,58,"208,076","898,836","83,803","143,639","234,818"
"2016,09,14,17,50,00",260,217504,1078,"6,011,143",4.1,77,"741,026","3,767,779","245,303","457,914","799,121"
"2016,09,07,00,20,00",211,214485,8138,"5,700,212",4.1,61,"705,783","3,572,095","237,450","441,546","743,338"
"2016,09,18,11,20,00",258,219324,1115,"6,194,242",4.1,77,"759,714","3,870,287","252,215","468,634","843,392"
"2016,08,14,19,20,00",106,200767,7084,"4,704,938",4.1,61,"587,078","2,931,810","201,332","367,622","617,096"
"2016,07,21,08,50,00",110,107460,5668,"1,305,525",3.9,58,"169,779","740,436","72,566","119,998","202,746"
"2016,08,23,02,50,00",106,206958,14153,"5,148,630",4.1,android_file_size not found,"638,928","3,210,950","218,108","402,068","678,576"
"2016,09,02,12,30,00",211,212269,5620,"5,573,291",4.1,61,"691,088","3,486,774","233,112","432,470","729,847"
"2016,08,09,14,30,00",106,189860,3161,"3,853,633",4.0,61,"470,191","2,379,262","171,953","300,286","531,941"
"2016,09,19,09,40,00",258,219723,1566,"6,219,495",4.1,77,"762,329","3,884,725","253,295","470,235","848,911"
"2016,09,26,15,40,00",258,221632,1073,"6,417,813",4.1,76,"786,889","4,006,574","260,689","484,295","879,366"
"2016,09,06,07,40,00",211,214181,7701,"5,683,410",4.1,61,"703,730","3,560,834","236,851","440,353","741,642"
"2016,10,28,09,20,00",259,229333,985,"6,928,701",4.0,android_file_size not found,"848,871","4,308,441","281,864","523,134","966,391"
"2016,07,24,06,00,00",110,113485,12242,"1,499,762",3.9,58,"197,966","854,521","81,382","138,163","227,730"
"2016,10,22,16,50,00",251,227298,3237,"6,812,114",4.0,77,"832,021","4,236,637","277,536","513,963","951,957"
"2016,10,02,21,50,00",258,222882,2511,"6,543,196",4.1,76,"800,656","4,080,401","265,977","493,381","902,781"
"2016,10,15,23,10,00",251,225280,598,"6,727,665",4.0,77,"821,871","4,188,298","273,672","507,355","936,469"
"2016,09,15,04,50,00",260,217866,1520,"6,040,108",4.1,77,"743,957","3,782,363","246,312","459,465","808,011"
"2016,10,19,06,20,00",251,226557,2313,"6,776,874",4.0,77,"828,161","4,216,096","275,923","511,266","945,428"
"2016,09,03,05,30,00",211,212615,6020,"5,594,619",4.1,61,"693,631","3,501,172","233,821","433,961","732,034"
"2016,07,25,17,20,00",110,115753,14707,"1,620,363",3.9,58,"215,358","929,672","86,104","147,971","241,258"
"2016,07,28,08,10,00",110,119147,18388,"1,734,126",3.9,58,"231,764","997,328","91,307","158,852","254,875"
"2016,09,26,00,30,00",258,221467,887,"6,384,748",4.1,76,"781,025","3,985,990","259,823","481,822","876,088"
"2016,08,25,04,00,00",106,208290,843,"5,279,586",4.1,61,"657,082","3,296,956","221,870","410,747","692,931"
"2016,07,23,18,10,00",110,112504,11183,"1,470,898",3.9,58,"193,563","836,130","80,338","135,795","225,072"
"2016,08,06,17,20,00",104,181299,40694,"3,243,907",4.0,60,"391,624","1,986,399","148,766","253,953","463,165"
"2016,10,11,17,40,00",258,224223,4152,"6,647,562",4.0,android_file_size not found,"811,540","4,141,166","270,604","501,586","922,666"
"2016,09,30,15,30,00",258,222417,1990,"6,499,558",4.1,76,"796,450","4,053,967","264,113","490,295","894,733"
"2016,08,17,00,00,00",106,202826,9419,"4,855,651",4.1,61,"604,929","3,025,109","207,362","380,062","638,189"
"2016,08,25,19,20,00",211,208290,843,"5,311,987",4.1,61,"661,115","3,317,612","223,117","413,071","697,072"
"2016,09,07,00,30,00",211,214485,8138,"5,700,212",4.1,61,"705,783","3,572,095","237,450","441,546","743,338"
"2016,09,18,10,00,00",258,219246,1032,"6,186,149",4.1,77,"758,859","3,865,572","251,899","468,139","841,680"
"2016,10,13,11,30,00",251,224528,207,"6,682,560",4.0,77,"816,174","4,161,556","272,024","504,210","928,596"
"2016,07,24,13,40,00",110,113752,12531,"1,537,958",3.9,58,"203,436","879,123","82,695","141,018","231,686"
"2016,08,13,02,20,00",106,198786,4727,"4,533,631",4.1,61,"567,187","2,823,211","194,490","353,776","594,967"
"2016,09,23,05,20,00",258,220596,2585,"6,300,613",4.1,android_file_size not found,"770,845","3,931,195","256,948","476,161","865,464"
"2016,08,27,16,50,00",211,210097,3028,"5,393,645",4.1,61,"670,437","3,370,816","226,078","419,096","707,218"
"2016,10,03,17,30,00",258,223050,2710,"6,552,557",4.1,76,"801,624","4,085,830","266,442","494,088","904,573"
"2016,08,01,01,50,00",104,143350,22193,"1,954,991",3.9,60,"259,919","1,117,313","101,244","173,651","302,864"
"2016,08,04,09,40,00",104,171364,29829,android_total_ratings not found,android_avg_rating not found,60,,android_rating not found,,,
"2016,07,25,06,20,00",110,114769,13633,"1,579,179",3.9,58,"209,558","904,916","84,271","144,431","236,003"
"2016,10,22,20,50,00",251,227355,3302,"6,814,261",4.0,77,"832,220","4,237,996","277,604","514,136","952,305"
"2016,09,05,06,20,00",211,213605,7143,"5,658,449",4.1,61,"700,750","3,544,058","235,996","438,551","739,094"
"2016,09,21,19,20,00",258,220278,2285,"6,276,247",4.1,77,"768,297","3,917,357","255,845","474,277","860,471"
"2016,09,06,15,50,00",211,214273,7901,"5,692,270",4.1,61,"704,823","3,566,718","237,180","440,969","742,580"
"2016,09,21,00,50,00",258,220174,2098,"6,261,047",4.1,77,"766,632","3,908,585","255,206","473,193","857,431"
"2016,08,26,01,00,00",211,208290,843,"5,319,948",4.1,61,"662,019","3,322,967","223,402","413,645","697,915"
"2016,10,14,01,20,00",251,224710,462,"6,694,259",4.0,77,"817,674","4,168,145","272,487","505,006","930,947"
"2016,08,18,14,20,00",106,203860,10607,"4,948,622",4.1,61,"615,596","3,082,643","210,939","387,578","651,866"
"2016,08,07,12,10,00",104,183711,43316,"3,423,731",4.0,60,"412,476","2,099,789","156,385","267,837","487,244"
"2016,10,13,02,10,00",251,224468,134,"6,671,661",4.0,77,"814,642","4,155,582","271,588","503,379","926,470"
"2016,10,12,03,40,00",258,224252,4191,"6,654,240",4.0,android_file_size not found,"812,419","4,145,117","270,943","502,061","923,700"
"2016,10,11,06,30,00",258,224175,4090,"6,640,527",4.0,android_file_size not found,"810,663","4,136,935","270,284","501,036","921,609"
"2016,08,23,10,50,00",106,207105,14328,"5,165,489",4.1,android_file_size not found,"641,262","3,221,194","218,621","403,347","681,065"
"2016,08,22,11,40,00",106,206553,13668,"5,119,128",4.1,61,"635,265","3,191,685","217,240","400,133","674,805"
"2016,09,01,15,40,00",211,211903,5198,"5,547,279",4.1,61,"688,103","3,469,887","232,172","430,510","726,607"
"2016,08,27,07,20,00",211,209793,2672,"5,375,942",4.1,61,"668,466","3,359,177","225,484","417,743","705,072"
"2016,07,29,07,40,00",110,120352,19710,"1,775,920",3.9,58,"237,586","1,022,219","93,281","162,717","260,117"
"2016,10,25,03,50,00",259,227762,206,"6,843,559",4.0,android_file_size not found,"835,707","4,254,781","279,095","516,461","957,515"
"2016,09,09,05,40,00",211,215080,8836,"5,752,874",4.1,61,"712,120","3,607,500","239,235","445,251","748,768"
"2016,10,30,22,50,00",259,230361,2148,"6,989,146",4.0,android_file_size not found,"854,591","4,343,731","284,405","527,431","978,988"
"2016,10,16,10,40,00",251,225534,940,"6,737,123",4.0,77,"823,063","4,193,895","274,037","508,063","938,065"
"2016,08,02,21,40,00",104,165745,23642,"2,057,551",3.9,60,"269,552","1,156,348","109,050","181,165","341,436"
"2016,09,12,16,50,00",211,216231,10211,"5,892,279",4.1,android_file_size not found,"728,280","3,702,723","242,345","452,878","766,053"
"2016,08,10,15,30,00",106,193841,7999,"4,220,793",4.1,61,"527,497","2,624,080","182,235","327,628","559,353"
"2016,07,25,14,00,00",110,115324,14244,"1,607,139",3.9,58,"213,478","921,450","85,601","146,878","239,732"
"2016,08,26,12,00,00",211,208290,843,"5,340,418",4.1,61,"664,424","3,335,933","224,214","415,233","700,614"
"2016,09,27,01,50,00",258,221805,1252,"6,438,079",4.1,76,"789,525","4,018,673","261,514","485,741","882,626"
"2016,09,29,02,40,00",258,222192,1717,"6,478,260",4.1,76,"794,218","4,041,754","263,171","488,633","890,484"
"2016,09,30,23,20,00",258,222524,2107,"6,505,504",4.1,76,"797,019","4,057,639","264,343","490,708","895,795"
"2016,10,06,19,50,00",258,223410,3172,"6,584,174",4.1,76,"804,999","4,103,769","267,872","496,660","910,874"
"2016,09,18,01,10,00",258,219178,954,"6,175,573",4.1,77,"757,671","3,859,007","251,535","467,462","839,898"
"2016,09,02,07,00,00",211,212130,5458,"5,563,624",4.1,61,"689,934","3,480,528","232,734","431,770","728,658"
"2016,10,01,16,50,00",258,222644,2242,"6,522,528",4.1,76,"798,643","4,068,005","265,121","491,878","898,881"
"2016,09,16,07,50,00",260,218242,1980,"6,086,415",4.1,77,"748,160","3,806,192","248,097","461,969","821,997"
"2016,07,25,20,00,00",110,116113,15087,"1,620,363",3.9,58,"215,358","929,672","86,104","147,971","241,258"
